Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,01/11/2016,"DOMINO'S 8407 310-473-6575 CA                01/10",-12.94,DEBIT_CARD,4638.71,,
DEBIT,01/11/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   907486  01/09",-3.09,DEBIT_CARD,4651.65,,
DEBIT,01/11/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   613830  01/09",-13.46,DEBIT_CARD,4654.74,,
DEBIT,01/06/2016,"RUBIO'S #165 LA JOLLA CA                     01/05",-2.47,DEBIT_CARD,4668.20,,
DEBIT,01/06/2016,"Amazon.com AMZN.COM/BILL WA                  01/06",-18.14,DEBIT_CARD,4670.67,,
DEBIT,01/05/2016,"R AND V MANAGEME RENTAL     111987921       WEB ID: 1330808047",-699.75,ACH_DEBIT,4688.81,,
DEBIT,01/05/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   853021  01/05",-4.18,DEBIT_CARD,5388.56,,
DEBIT,01/05/2016,"Amazon.com AMZN.COM/BILL WA                  01/05",-28.68,DEBIT_CARD,5392.74,,
DEBIT,01/05/2016,"Amazon.com AMZN.COM/BILL WA                  01/05",-11.30,DEBIT_CARD,5421.42,,
DEBIT,01/04/2016,"PAYPAL           INST XFER  LYFT            WEB ID: PAYPALSI77",-24.27,ACH_DEBIT,5432.72,,
DEBIT,01/04/2016,"TWC*TIME WARNER CABLE 888-TWCABLE CA         01/03",-34.99,DEBIT_CARD,5456.99,,
DEBIT,01/04/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   654414  01/04",-3.09,DEBIT_CARD,5491.98,,
DEBIT,01/04/2016,"TRADER JOE'S #020  QPS LAJOLLA CA            01/03",-6.08,DEBIT_CARD,5495.07,,
DEBIT,01/04/2016,"RALPHS 8657 VIL LA JOL LA JOLLA CA   658279  01/03",-19.41,DEBIT_CARD,5501.15,,
DEBIT,01/04/2016,"CENTURY THEATRES 445 VALLEJO CA              01/01",-10.75,DEBIT_CARD,5520.56,,
DEBIT,01/04/2016,"VENMO 855-812-4430 NY                        01/02",-3.40,DEBIT_CARD,5531.31,,
DEBIT,01/04/2016,"TARGET T- 904 Admiral Vallejo CA             01/01",-13.01,DEBIT_CARD,5534.71,,
DEBIT,01/04/2016,"VENMO 855-812-4430 NY                        01/01",-18.52,DEBIT_CARD,5547.72,,
CREDIT,01/04/2016,"ATM CASH DEPOSIT 01/04 8807 VILLA LA JOLLA DR LA JOLLA CA",430.00,ATM,5566.24,,
DEBIT,12/31/2015,"99 MARKET #1073 1795 W CONCORD CA    932486  12/31",-2.99,DEBIT_CARD,5136.24,,
DEBIT,12/31/2015,"IN-N-OUT BURGER #120 PINOLE CA               12/30",-5.15,DEBIT_CARD,5139.23,,
DEBIT,12/31/2015,"IN-N-OUT BURGER #120 PINOLE CA               12/30",-2.24,DEBIT_CARD,5144.38,,
DEBIT,12/31/2015,"CREAM OF BERKELEY BERKELEY CA                12/30",-1.99,DEBIT_CARD,5146.62,,
DEBIT,12/31/2015,"CHEVRON 0092661 BENICIA CA                   12/30",-26.10,DEBIT_CARD,5148.61,,
DEBIT,12/31/2015,"GOOGNFC* MCDONALD'S F34 FAIRFIELD CA         12/29",-1.62,DEBIT_CARD,5174.71,,
CREDIT,12/31/2015,"U.C. SAN DIEGO   UCSD APACH                 PPD ID: 3956006144",3428.07,ACH_CREDIT,5176.33,,
DEBIT,12/29/2015,"TACO BELL 27438 FAIRFIELD CA                 12/28",-1.09,DEBIT_CARD,1748.26,,
DEBIT,12/29/2015,"MCDONALD'S F31541 AMERICAN CANY CA           12/27",-1.50,DEBIT_CARD,1749.35,,
DEBIT,12/28/2015,"PAYPAL           INST XFER  CMASON2015      WEB ID: PAYPALSI77",-5.03,ACH_DEBIT,1750.85,,
DEBIT,12/28/2015,"WM SUPERC Wal-Mart S AMERICAN CANY CA        12/27",-11.96,DEBIT_CARD,1755.88,,
DEBIT,12/28/2015,"MCDONALD'S F22138 VALLEJO CA                 12/27",-3.80,DEBIT_CARD,1767.84,,
DEBIT,12/28/2015,"MCDONALD'S F22138 VALLEJO CA                 12/26",-1.09,DEBIT_CARD,1771.64,,
DEBIT,12/28/2015,"CHEVRON 0090319 VALLEJO CA                   12/25",-32.80,DEBIT_CARD,1772.73,,
DEBIT,12/23/2015,"TACO BELL 30752 BENICIA CA                   12/22",-2.05,DEBIT_CARD,1805.53,,
DEBIT,12/23/2015,"QUICKLY VALLEJO CA                           12/22",-3.00,DEBIT_CARD,1807.58,,
DEBIT,12/23/2015,"SURUKIS SUSHI AND TERIY VALLEJO CA           12/22",-1.90,DEBIT_CARD,1810.58,,
DEBIT,12/22/2015,"FIVE GUYS #CA-1484 FAIRFIELD CA              12/21",-8.89,DEBIT_CARD,1812.48,,
DEBIT,12/21/2015,"IN-N-OUT BURGER #125 FAIRFIELD CA            12/18",-3.91,DEBIT_CARD,1821.37,,
DEBIT,12/21/2015,"INFINITI OF FAIRFIELD FAIRFIELD CA           12/18",-650.78,DEBIT_CARD,1825.28,,
CREDIT,12/21/2015,"ATM CASH DEPOSIT 12/21 972 ADMIRAL CALLAGHAN LN VALLEJO CA",632.00,ATM,2476.06,,
DEBIT,12/18/2015,"RUBIO'S #155 EMERYVILLE CA                   12/17",-11.04,DEBIT_CARD,1844.06,,
DEBIT,12/18/2015,"BURGER KING #3908 BENICIA CA                 12/17",-2.70,DEBIT_CARD,1855.10,,
DEBIT,12/18/2015,"CHEVRON 0090319 VALLEJO CA                   12/17",-27.51,DEBIT_CARD,1857.80,,
DEBIT,12/18/2015,"SWEET FACTORY-CONCORD CONCORD CA             12/16",-3.99,DEBIT_CARD,1885.31,,
DEBIT,12/18/2015,"TOMI SUSHI SEAFOOD BUFF CONCORD CA           12/16",-16.30,DEBIT_CARD,1889.30,,
DEBIT,12/17/2015,"VENMO 855-812-4430 NY                        12/16",-21.00,DEBIT_CARD,1905.60,,
DEBIT,12/16/2015,"CHICK-FIL-A #03343 VELLEJO CA                12/14",-4.12,DEBIT_CARD,1926.60,,
DEBIT,12/15/2015,"SAFEWAY STORE  1883 AMERICAN CANY CA 986335  12/14",-9.34,DEBIT_CARD,1930.72,,
DEBIT,12/14/2015,"UBER TECHNOLOGIES INC 866-576-1039 CA        12/11",-7.27,DEBIT_CARD,1940.06,,
DEBIT,12/11/2015,"RALPHS 8657 VIL LA JOL LA JOLLA CA   245611  12/11",-1.00,DEBIT_CARD,1947.33,,
DEBIT,12/08/2015,"TRADER JOE'S #020  QPS LAJOLLA CA            12/07",-3.49,DEBIT_CARD,1948.33,,
DEBIT,12/07/2015,"RALPHS 8657 VIL LA JOL LA JOLLA CA   620397  12/05",-23.05,DEBIT_CARD,1951.82,,
DEBIT,12/04/2015,"POSTMATES FREE STARBU 800-882-6106 CA        12/03",-1.31,DEBIT_CARD,1974.87,,
DEBIT,12/03/2015,"TWC*TIME WARNER CABLE 888-TWCABLE CA         12/03",-34.99,DEBIT_CARD,1976.18,,
DEBIT,12/03/2015,"R AND V MANAGEME RENTAL     109037329       WEB ID: 1330808047",-700.36,ACH_DEBIT,2011.17,,
DEBIT,12/03/2015,"UCSD TRITON SVCES 858-822-1255 CA            12/03",-100.00,DEBIT_CARD,2711.53,,
DEBIT,12/03/2015,"POSTMATES FREE STARB POSTMATES.COM CA        12/01",-1.31,DEBIT_CARD,2811.53,,
DEBIT,12/02/2015,"Amazon.com AMZN.COM/BILL WA                  12/02",-36.72,DEBIT_CARD,2812.84,,
DEBIT,12/01/2015,"POSTMATES FREE STARBU 800-882-6106 CA        11/30",-2.31,DEBIT_CARD,2849.56,,
DEBIT,11/30/2015,"RALPHS 8657 VIL LA JOL LA JOLLA CA   615850  11/30",-5.26,DEBIT_CARD,2851.87,,
DEBIT,11/30/2015,"TRADER JOE'S # 020 LA JOLLA CA       943521  11/28",-2.99,DEBIT_CARD,2857.13,,
DEBIT,11/30/2015,"RALPHS 8657 VIL LA JOL LA JOLLA CA   950541  11/28",-15.94,DEBIT_CARD,2860.12,,
DEBIT,11/30/2015,"VILLAGE SQUARE APT LA JOLLA CA               11/28",-10.00,DEBIT_CARD,2876.06,,
DEBIT,11/27/2015,"RALPHS 8657 VIL LA JOL LA JOLLA CA   604443  11/26",-7.54,DEBIT_CARD,2886.06,,
DEBIT,11/27/2015,"VENMO 855-812-4430 NY                        11/25",-10.00,DEBIT_CARD,2893.60,,
DEBIT,11/24/2015,"ATM WITHDRAWAL                       002615  11/249500 GILM",-20.00,ATM,2903.60,,
DEBIT,11/23/2015,"RALPHS 8657 VIL LA JOL LA JOLLA CA   843469  11/23",-6.96,DEBIT_CARD,2923.60,,
DEBIT,11/23/2015,"IN-N-OUT BURGER #69 SAN DIEGO CA             11/21",-4.32,DEBIT_CARD,2930.56,,
DEBIT,11/20/2015,"RALPHS 8657 VIL LA JOL LA JOLLA CA   938116  11/19",-6.97,DEBIT_CARD,2934.88,,
DEBIT,11/18/2015,"RALPHS 8657 VIL LA JOL LA JOLLA CA   936150  11/18",-6.45,DEBIT_CARD,2941.85,,
DEBIT,11/18/2015,"RALPHS 8657 VIL LA JOL LA JOLLA CA   943072  11/18",-20.36,DEBIT_CARD,2948.30,,
DEBIT,11/18/2015,"RALPHS 8657 VIL LA JOL LA JOLLA CA   800927  11/17",-1.19,DEBIT_CARD,2968.66,,
DEBIT,11/17/2015,"RALPHS 8657 VIL LA JOL LA JOLLA CA   718952  11/17",-1.00,DEBIT_CARD,2969.85,,
DEBIT,11/12/2015,"ATM WITHDRAWAL                       009014  11/128807 VILL",-40.00,ATM,2970.85,,
DEBIT,11/12/2015,"RALPHS 8657 VIL LA JOL LA JOLLA CA   230554  11/11",-18.34,DEBIT_CARD,3010.85,,
DEBIT,11/09/2015,"ATM WITHDRAWAL                       004607  11/099500 GILM",-20.00,ATM,3029.19,,
DEBIT,11/09/2015,"VILLAGE SQUARE APT LA JOLLA CA               11/05",-10.00,DEBIT_CARD,3049.19,,
DEBIT,11/06/2015,"ATM WITHDRAWAL                       008187  11/068807 VILL",-80.00,ATM,3059.19,,
DEBIT,11/06/2015,"RALPHS 8657 VIL LA JOL LA JOLLA CA   757010  11/06",-7.27,DEBIT_CARD,3139.19,,
DEBIT,11/05/2015,"RALPHS 8657 VIL LA JOL LA JOLLA CA   633581  11/05",-3.49,DEBIT_CARD,3146.46,,
DEBIT,11/04/2015,"RALPHS 8657 VIL LA JOL LA JOLLA CA   701372  11/04",-3.65,DEBIT_CARD,3149.95,,
DEBIT,11/04/2015,"POSTAL ANNEX&LA JOLLA LA JOLLA CA    942131  11/04",-12.00,DEBIT_CARD,3153.60,,
DEBIT,11/03/2015,"TWC*TIME WARNER CABLE 888-TWCABLE CA         11/03",-34.99,DEBIT_CARD,3165.60,,
DEBIT,11/03/2015,"R AND V MANAGEME RENTAL     106159617       WEB ID: 1330808047",-694.05,ACH_DEBIT,3200.59,,
DEBIT,11/03/2015,"UCSD TRITON SVCES 858-822-1255 CA            11/03",-50.00,DEBIT_CARD,3894.64,,
DEBIT,11/03/2015,"UCSD HDH CANYON VISTA LA JOLLA CA            11/02",-1.60,DEBIT_CARD,3944.64,,
DEBIT,11/02/2015,"RALPHS 8657 VIL LA JOL LA JOLLA CA   109917  11/02",-4.49,DEBIT_CARD,3946.24,,
DEBIT,11/02/2015,"RALPHS 8657 VIL LA JOL LA JOLLA CA   224967  11/01",-3.52,DEBIT_CARD,3950.73,,
DEBIT,11/02/2015,"RALPHS 8657 VIL LA JOL LA JOLLA CA   321379  10/31",-4.26,DEBIT_CARD,3954.25,,
DEBIT,11/02/2015,"UCSD STARBUCKS PRICE CT LA JOLLA CA          10/30",-5.00,DEBIT_CARD,3958.51,,
DEBIT,11/02/2015,"TAPIOCA EXPRESS SAN DIEGO CA                 10/29",-4.05,DEBIT_CARD,3963.51,,
DEBIT,10/28/2015,"RALPHS 8657 VIL LA JOL LA JOLLA CA   846903  10/28",-16.18,DEBIT_CARD,3967.56,,
DEBIT,10/26/2015,"RALPHS 8657 VIL LA JOL LA JOLLA CA   949944  10/25",-5.48,DEBIT_CARD,3983.74,,
DEBIT,10/26/2015,"RALPHS 8657 VIL LA JOL LA JOLLA CA   511613  10/23",-8.14,DEBIT_CARD,3989.22,,
DEBIT,10/23/2015,"RALPHS 8657 VIL LA JOL LA JOLLA CA   640295  10/23",-4.09,DEBIT_CARD,3997.36,,
DEBIT,10/21/2015,"ATM WITHDRAWAL                       003079  10/219500 GILM",-20.00,ATM,4001.45,,
DEBIT,10/21/2015,"ATM WITHDRAWAL                       000334  10/209500 GILM",-20.00,ATM,4021.45,,
DEBIT,10/19/2015,"CHIPOTLE 0107 LA JOLLA CA                    10/17",-8.32,DEBIT_CARD,4041.45,,
DEBIT,10/19/2015,"RUBIO'S #165 LA JOLLA CA                     10/16",-2.47,DEBIT_CARD,4049.77,,
DEBIT,10/13/2015,"Regents of UC    QuikPAY EP 353314203       WEB ID: 1364199567",-10.50,ACH_DEBIT,4052.24,,
DEBIT,10/09/2015,"POSTMATES FREE FROZEN 800-882-6106 CA        10/07",-2.25,DEBIT_CARD,4062.74,,
DEBIT,10/07/2015,"VILLAGE SQUARE APT LA JOLLA CA               10/05",-10.00,DEBIT_CARD,4064.99,,
DEBIT,10/07/2015,"VILLAGE SQUARE APT LA JOLLA CA               10/05",-5.00,DEBIT_CARD,4074.99,,
DEBIT,10/06/2015,"Regents of UC    QuikPAY EP 353214859       WEB ID: 1364199567",-20.50,ACH_DEBIT,4079.99,,
DEBIT,10/05/2015,"R AND V MANAGEME RENTAL     103637628       WEB ID: 1330808047",-342.67,ACH_DEBIT,4100.49,,
DEBIT,10/01/2015,"WALMART.COM 800966654 800-966-6546 AR        10/01",-7.65,DEBIT_CARD,4443.16,,
DEBIT,09/29/2015,"PAYPAL           INST XFER  BENDANG202      WEB ID: PAYPALSI77",-2.75,ACH_DEBIT,4450.81,,
DEBIT,09/29/2015,"VENMO 855-812-4430 NY                        09/28",-58.45,DEBIT_CARD,4453.56,,
DEBIT,09/29/2015,"VENMO 855-812-4430 NY                        09/28",-12.41,DEBIT_CARD,4512.01,,
DEBIT,09/28/2015,"PAYPAL           INST XFER  BENDANG202      WEB ID: PAYPALSI77",-1.00,ACH_DEBIT,4524.42,,
DEBIT,09/28/2015,"PAYPAL           INST XFER  BENDANG202      WEB ID: PAYPALSI77",-24.25,ACH_DEBIT,4525.42,,
DEBIT,09/28/2015,"VENMO 855-812-4430 NY                        09/25",-9.68,DEBIT_CARD,4549.67,,
DEBIT,09/25/2015,"BEST BUY #2505 LA JOLLA CA                   09/25",-5.38,DEBIT_CARD,4559.35,,
DEBIT,09/25/2015,"TWC*TIME WARNER CABLE 888-TWCABLE CA         09/25",-35.05,DEBIT_CARD,4564.73,,
CREDIT,09/25/2015,"U.C. SAN DIEGO   UCSD APACH                 PPD ID: 3956006144",1155.00,ACH_CREDIT,4599.78,,
CREDIT,09/24/2015,"U.C. SAN DIEGO   UCSD APACH                 PPD ID: 3956006144",2662.07,ACH_CREDIT,3444.78,,
DEBIT,09/23/2015,"WALMART.COM 800-966-6546 AR                  09/22",-55.08,DEBIT_CARD,782.71,,
DEBIT,09/22/2015,"IKEA - USA SAN DIEGO CA              062651  09/22",-94.72,DEBIT_CARD,837.79,,
DEBIT,09/21/2015,"Amazon.com AMZN.COM/BILL WA                  09/21",-101.52,DEBIT_CARD,932.51,,
DEBIT,09/21/2015,"VENMO 855-812-4430 NY                        09/18",-49.94,DEBIT_CARD,1034.03,,
DEBIT,09/17/2015,"R AND V MANAGEME RENTAL     102578331       WEB ID: 1330808047",-885.34,ACH_DEBIT,1083.97,,
DEBIT,09/17/2015,"VENMO 855-812-4430 NY                        09/16",-9.99,DEBIT_CARD,1969.31,,
DEBIT,09/16/2015,"033 CONCORD JOHNNY ROCK CONCORD CA           09/15",-26.32,DEBIT_CARD,1979.30,,
DEBIT,09/14/2015,"VENMO 855-812-4430 NY                        09/11",-78.28,DEBIT_CARD,2005.62,,
DEBIT,09/09/2015,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        09/08",-9.97,DEBIT_CARD,2083.90,,
CREDIT,09/09/2015,"ATM CASH DEPOSIT 09/09 972 ADMIRAL CALLAGHAN LN VALLEJO CA",330.00,ATM,2093.87,,
CREDIT,09/09/2015,"ATM CASH DEPOSIT 09/09 972 ADMIRAL CALLAGHAN LN VALLEJO CA",750.00,ATM,1763.87,,
CREDIT,09/09/2015,"ATM CASH DEPOSIT 09/09 972 ADMIRAL CALLAGHAN LN VALLEJO CA",960.00,ATM,1013.87,,
DEBIT,08/20/2015,"CHEVRON 00090319 VALLEJO CA                  08/20",-5.00,DEBIT_CARD,53.87,,
DEBIT,08/20/2015,"GOOGNFC*MCDONALD'S F323 BENICIA CA           08/17",-2.17,DEBIT_CARD,58.87,,
DEBIT,08/17/2015,"MCDONALD'S F22138 VALLEJO CA                 08/14",-2.49,DEBIT_CARD,61.04,,
DEBIT,08/14/2015,"XPRESS GAS FAIRFIELD CA              604787  08/14",-20.00,DEBIT_CARD,63.53,,
DEBIT,08/13/2015,"SAFEWAY  STORE  0774 BENICIA CA      286991  08/13",-9.98,DEBIT_CARD,83.53,,
DEBIT,08/13/2015,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        08/12",-58.89,DEBIT_CARD,93.51,,
DEBIT,08/10/2015,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        08/10",-1.59,DEBIT_CARD,152.40,,
DEBIT,08/10/2015,"103 AMERICAN CANYON AMERICAN CANY CA 675073  08/08",-30.82,DEBIT_CARD,153.99,,
DEBIT,08/10/2015,"DIABLO ROCK GYM CONCORD CA                   08/06",-20.00,DEBIT_CARD,184.81,,
CREDIT,08/10/2015,"ATM CASH DEPOSIT 08/09 972 ADMIRAL CALLAGHAN LN VALLEJO CA",100.00,ATM,204.81,,
DEBIT,08/07/2015,"CHIPOTLE 0140 PLEASANT HILL CA               08/06",-8.95,DEBIT_CARD,104.81,,
CREDIT,08/05/2015,"ATM CASH DEPOSIT 08/05 972 ADMIRAL CALLAGHAN LN VALLEJO CA",60.00,ATM,113.76,,
DEBIT,08/04/2015,"CHEVRON 00092661 BENICIA CA                  08/03",-14.94,DEBIT_CARD,53.76,,
DEBIT,08/03/2015,"SOLANO COUNTY FAIR 7075512000 CA             08/01",-10.00,DEBIT_CARD,68.70,,
DEBIT,08/03/2015,"ATM WITHDRAWAL                       008832  08/01802 SOUTH",-20.00,ATM,78.70,,
